datetime,wind_speed,solar_radiation,tempreture,month_year
2021-01-01 00:00:00,2.4,0,0.6,2021-01
2021-01-01 01:00:00,2.3,0,0.4,2021-01
2021-01-01 02:00:00,2.1,0,0.4,2021-01
2021-01-01 03:00:00,2.1,0,0.3,2021-01
2021-01-01 04:00:00,2.0,0,0.3,2021-01
2021-01-01 05:00:00,2.0,0,0.2,2021-01
2021-01-01 06:00:00,1.9,0,0.2,2021-01
2021-01-01 07:00:00,1.9,0,0.1,2021-01
2021-01-01 08:00:00,1.9,14,0.1,2021-01
2021-01-01 09:00:00,1.9,51,0.6,2021-01
2021-01-01 10:00:00,2.0,97,1.1,2021-01
2021-01-01 11:00:00,2.1,114,1.6,2021-01
2021-01-01 12:00:00,2.1,109,2.0,2021-01
2021-01-01 13:00:00,2.2,96,2.2,2021-01
2021-01-01 14:00:00,2.1,50,2.2,2021-01
2021-01-01 15:00:00,2.0,16,1.9,2021-01
2021-01-01 16:00:00,2.0,0,1.5,2021-01
2021-01-01 17:00:00,1.9,0,1.2,2021-01
2021-01-01 18:00:00,2.0,0,1.1,2021-01
2021-01-01 19:00:00,2.0,0,1.0,2021-01
2021-01-01 20:00:00,1.9,0,0.8,2021-01
2021-01-01 21:00:00,2.0,0,0.8,2021-01
2021-01-01 22:00:00,2.1,0,0.7,2021-01
2021-01-01 23:00:00,2.1,0,0.6,2021-01
2021-01-02 00:00:00,2.1,0,0.5,2021-01
2021-01-02 01:00:00,2.2,0,0.3,2021-01
2021-01-02 02:00:00,2.1,0,0.2,2021-01
2021-01-02 03:00:00,2.2,0,0.2,2021-01
2021-01-02 04:00:00,2.1,0,0.1,2021-01
2021-01-02 05:00:00,2.1,0,0.0,2021-01
2021-01-02 06:00:00,2.1,0,0.0,2021-01
2021-01-02 07:00:00,2.1,0,0.0,2021-01
2021-01-02 08:00:00,2.1,13,0.1,2021-01
2021-01-02 09:00:00,2.2,50,0.4,2021-01
2021-01-02 10:00:00,2.2,84,0.8,2021-01
2021-01-02 11:00:00,2.3,106,1.3,2021-01
2021-01-02 12:00:00,2.4,104,1.6,2021-01
2021-01-02 13:00:00,2.4,72,1.7,2021-01
2021-01-02 14:00:00,2.4,41,1.7,2021-01
2021-01-02 15:00:00,2.4,12,1.4,2021-01
2021-01-02 16:00:00,2.4,0,1.1,2021-01
2021-01-02 17:00:00,2.5,0,0.9,2021-01
2021-01-02 18:00:00,2.6,0,0.7,2021-01
2021-01-02 19:00:00,2.7,0,0.6,2021-01
2021-01-02 20:00:00,2.8,0,0.5,2021-01
2021-01-02 21:00:00,2.8,0,0.5,2021-01
2021-01-02 22:00:00,2.9,0,0.4,2021-01
2021-01-02 23:00:00,3.0,0,0.4,2021-01
2021-01-03 00:00:00,3.0,0,0.4,2021-01
2021-01-03 01:00:00,3.1,0,0.4,2021-01
2021-01-03 02:00:00,3.2,0,0.3,2021-01
2021-01-03 03:00:00,3.3,0,0.3,2021-01
2021-01-03 04:00:00,3.3,0,0.3,2021-01
2021-01-03 05:00:00,3.4,0,0.3,2021-01
2021-01-03 06:00:00,3.4,0,0.2,2021-01
2021-01-03 07:00:00,3.5,0,0.2,2021-01
2021-01-03 08:00:00,3.5,9,0.2,2021-01
2021-01-03 09:00:00,3.6,33,0.3,2021-01
2021-01-03 10:00:00,3.7,63,0.5,2021-01
2021-01-03 11:00:00,3.9,79,0.7,2021-01
2021-01-03 12:00:00,3.9,71,0.8,2021-01
2021-01-03 13:00:00,3.9,58,0.9,2021-01
2021-01-03 14:00:00,3.8,38,0.8,2021-01
2021-01-03 15:00:00,3.8,12,0.7,2021-01
2021-01-03 16:00:00,3.7,0,0.6,2021-01
2021-01-03 17:00:00,3.7,0,0.5,2021-01
2021-01-03 18:00:00,3.7,0,0.5,2021-01
2021-01-03 19:00:00,3.7,0,0.4,2021-01
2021-01-03 20:00:00,3.6,0,0.4,2021-01
2021-01-03 21:00:00,3.6,0,0.4,2021-01
2021-01-03 22:00:00,3.5,0,0.3,2021-01
2021-01-03 23:00:00,3.5,0,0.3,2021-01
2021-01-04 00:00:00,3.5,0,0.3,2021-01
2021-01-04 01:00:00,3.5,0,0.2,2021-01
2021-01-04 02:00:00,3.5,0,0.2,2021-01
2021-01-04 03:00:00,3.5,0,0.2,2021-01
2021-01-04 04:00:00,3.5,0,0.1,2021-01
2021-01-04 05:00:00,3.5,0,0.1,2021-01
2021-01-04 06:00:00,3.5,0,0.0,2021-01
2021-01-04 07:00:00,3.4,0,0.0,2021-01
2021-01-04 08:00:00,3.4,11,0.0,2021-01
2021-01-04 09:00:00,3.5,35,0.1,2021-01
2021-01-04 10:00:00,3.6,57,0.3,2021-01
2021-01-04 11:00:00,3.7,71,0.4,2021-01
2021-01-04 12:00:00,3.8,66,0.5,2021-01
2021-01-04 13:00:00,3.9,55,0.5,2021-01
2021-01-04 14:00:00,3.9,32,0.5,2021-01
2021-01-04 15:00:00,3.9,10,0.4,2021-01
2021-01-04 16:00:00,3.9,0,0.3,2021-01
2021-01-04 17:00:00,3.9,0,0.2,2021-01
2021-01-04 18:00:00,3.9,0,0.2,2021-01
2021-01-04 19:00:00,3.9,0,0.1,2021-01
2021-01-04 20:00:00,3.9,0,0.1,2021-01
2021-01-04 21:00:00,3.8,0,0.1,2021-01
2021-01-04 22:00:00,3.8,0,0.1,2021-01
2021-01-04 23:00:00,3.8,0,0.1,2021-01
2021-01-05 00:00:00,3.8,0,0.1,2021-01
2021-01-05 01:00:00,3.7,0,0.1,2021-01
2021-01-05 02:00:00,3.8,0,0.1,2021-01
2021-01-05 03:00:00,3.8,0,0.1,2021-01
2021-01-05 04:00:00,3.8,0,0.1,2021-01
2021-01-05 05:00:00,3.7,0,0.1,2021-01
2021-01-05 06:00:00,3.7,0,0.1,2021-01
2021-01-05 07:00:00,3.6,0,0.1,2021-01
2021-01-05 08:00:00,3.5,9,0.2,2021-01
2021-01-05 09:00:00,3.6,31,0.3,2021-01
2021-01-05 10:00:00,3.6,51,0.5,2021-01
2021-01-05 11:00:00,3.7,64,0.7,2021-01
2021-01-05 12:00:00,3.7,63,0.8,2021-01
2021-01-05 13:00:00,3.7,51,0.9,2021-01
2021-01-05 14:00:00,3.8,33,0.9,2021-01
2021-01-05 15:00:00,3.8,9,0.8,2021-01
2021-01-05 16:00:00,3.8,0,0.7,2021-01
2021-01-05 17:00:00,3.7,0,0.7,2021-01
2021-01-05 18:00:00,3.6,0,0.7,2021-01
2021-01-05 19:00:00,3.6,0,0.6,2021-01
2021-01-05 20:00:00,3.6,0,0.6,2021-01
2021-01-05 21:00:00,3.6,0,0.6,2021-01
2021-01-05 22:00:00,3.6,0,0.6,2021-01
2021-01-05 23:00:00,3.6,0,0.6,2021-01
2021-01-06 00:00:00,3.6,0,0.6,2021-01
2021-01-06 01:00:00,3.5,0,0.6,2021-01
2021-01-06 02:00:00,3.5,0,0.5,2021-01
2021-01-06 03:00:00,3.4,0,0.5,2021-01
2021-01-06 04:00:00,3.4,0,0.4,2021-01
2021-01-06 05:00:00,3.3,0,0.3,2021-01
2021-01-06 06:00:00,3.3,0,0.3,2021-01
2021-01-06 07:00:00,3.3,0,0.2,2021-01
2021-01-06 08:00:00,3.3,12,0.2,2021-01
2021-01-06 09:00:00,3.2,37,0.3,2021-01
2021-01-06 10:00:00,3.2,59,0.5,2021-01
2021-01-06 11:00:00,3.2,71,0.7,2021-01
2021-01-06 12:00:00,3.2,72,0.7,2021-01
2021-01-06 13:00:00,3.3,65,0.8,2021-01
2021-01-06 14:00:00,3.3,41,0.7,2021-01
2021-01-06 15:00:00,3.1,13,0.6,2021-01
2021-01-06 16:00:00,2.9,0,0.4,2021-01
2021-01-06 17:00:00,2.9,0,0.3,2021-01
2021-01-06 18:00:00,2.9,0,0.2,2021-01
2021-01-06 19:00:00,2.9,0,0.1,2021-01
2021-01-06 20:00:00,2.9,0,0.0,2021-01
2021-01-06 21:00:00,2.9,0,0.0,2021-01
2021-01-06 22:00:00,2.9,0,-0.1,2021-01
2021-01-06 23:00:00,3.0,0,-0.1,2021-01
2021-01-07 00:00:00,3.0,0,-0.2,2021-01
2021-01-07 01:00:00,3.0,0,-0.2,2021-01
2021-01-07 02:00:00,3.0,0,-0.2,2021-01
2021-01-07 03:00:00,3.0,0,-0.3,2021-01
2021-01-07 04:00:00,3.1,0,-0.3,2021-01
2021-01-07 05:00:00,3.1,0,-0.3,2021-01
2021-01-07 06:00:00,3.0,0,-0.4,2021-01
2021-01-07 07:00:00,2.9,0,-0.4,2021-01
2021-01-07 08:00:00,2.9,17,-0.4,2021-01
2021-01-07 09:00:00,3.0,51,-0.2,2021-01
2021-01-07 10:00:00,3.1,84,0.1,2021-01
2021-01-07 11:00:00,3.2,111,0.4,2021-01
2021-01-07 12:00:00,3.4,104,0.6,2021-01
2021-01-07 13:00:00,3.3,84,0.7,2021-01
2021-01-07 14:00:00,3.2,50,0.7,2021-01
2021-01-07 15:00:00,3.0,18,0.5,2021-01
2021-01-07 16:00:00,2.9,0,0.2,2021-01
2021-01-07 17:00:00,2.9,0,0.1,2021-01
2021-01-07 18:00:00,2.9,0,0.0,2021-01
2021-01-07 19:00:00,3.0,0,-0.1,2021-01
2021-01-07 20:00:00,3.1,0,-0.1,2021-01
2021-01-07 21:00:00,3.1,0,-0.2,2021-01
2021-01-07 22:00:00,3.1,0,-0.2,2021-01
2021-01-07 23:00:00,3.1,0,-0.2,2021-01
2021-01-08 00:00:00,3.1,0,-0.3,2021-01
2021-01-08 01:00:00,3.1,0,-0.4,2021-01
2021-01-08 02:00:00,3.1,0,-0.4,2021-01
2021-01-08 03:00:00,3.0,0,-0.4,2021-01
2021-01-08 04:00:00,3.0,0,-0.4,2021-01
2021-01-08 05:00:00,3.1,0,-0.5,2021-01
2021-01-08 06:00:00,3.1,0,-0.5,2021-01
2021-01-08 07:00:00,3.1,0,-0.6,2021-01
2021-01-08 08:00:00,3.0,16,-0.5,2021-01
2021-01-08 09:00:00,3.0,49,-0.3,2021-01
2021-01-08 10:00:00,3.2,78,0.0,2021-01
2021-01-08 11:00:00,3.3,107,0.3,2021-01
2021-01-08 12:00:00,3.5,103,0.5,2021-01
2021-01-08 13:00:00,3.5,75,0.6,2021-01
2021-01-08 14:00:00,3.3,46,0.6,2021-01
2021-01-08 15:00:00,3.1,15,0.4,2021-01
2021-01-08 16:00:00,2.9,0,0.1,2021-01
2021-01-08 17:00:00,2.8,0,-0.1,2021-01
2021-01-08 18:00:00,2.7,0,-0.3,2021-01
2021-01-08 19:00:00,2.7,0,-0.4,2021-01
2021-01-08 20:00:00,2.7,0,-0.5,2021-01
2021-01-08 21:00:00,2.6,0,-0.7,2021-01
2021-01-08 22:00:00,2.6,0,-0.8,2021-01
2021-01-08 23:00:00,2.6,0,-0.8,2021-01
2021-01-09 00:00:00,2.6,0,-0.9,2021-01
2021-01-09 01:00:00,2.5,0,-1.0,2021-01
2021-01-09 02:00:00,2.5,0,-1.1,2021-01
2021-01-09 03:00:00,2.5,0,-1.2,2021-01
2021-01-09 04:00:00,2.5,0,-1.3,2021-01
2021-01-09 05:00:00,2.5,0,-1.4,2021-01
2021-01-09 06:00:00,2.4,0,-1.5,2021-01
2021-01-09 07:00:00,2.4,0,-1.6,2021-01
2021-01-09 08:00:00,2.3,24,-1.6,2021-01
2021-01-09 09:00:00,2.3,78,-1.1,2021-01
2021-01-09 10:00:00,2.3,126,-0.5,2021-01
2021-01-09 11:00:00,2.4,157,-0.1,2021-01
2021-01-09 12:00:00,2.6,152,0.3,2021-01
2021-01-09 13:00:00,2.7,122,0.4,2021-01
2021-01-09 14:00:00,2.7,67,0.4,2021-01
2021-01-09 15:00:00,2.5,21,0.1,2021-01
2021-01-09 16:00:00,2.4,0,-0.4,2021-01
2021-01-09 17:00:00,2.2,0,-0.8,2021-01
2021-01-09 18:00:00,2.1,0,-1.0,2021-01
2021-01-09 19:00:00,2.0,0,-1.2,2021-01
2021-01-09 20:00:00,2.1,0,-1.4,2021-01
2021-01-09 21:00:00,2.1,0,-1.5,2021-01
2021-01-09 22:00:00,2.0,0,-1.6,2021-01
2021-01-09 23:00:00,2.1,0,-1.8,2021-01
2021-01-10 00:00:00,2.1,0,-1.9,2021-01
2021-01-10 01:00:00,2.1,0,-2.0,2021-01
2021-01-10 02:00:00,2.2,0,-2.2,2021-01
2021-01-10 03:00:00,2.2,0,-2.3,2021-01
2021-01-10 04:00:00,2.2,0,-2.4,2021-01
2021-01-10 05:00:00,2.4,0,-2.5,2021-01
2021-01-10 06:00:00,2.4,0,-2.6,2021-01
2021-01-10 07:00:00,2.4,1,-2.6,2021-01
2021-01-10 08:00:00,2.5,31,-2.5,2021-01
2021-01-10 09:00:00,2.6,100,-2.0,2021-01
2021-01-10 10:00:00,2.8,161,-1.3,2021-01
2021-01-10 11:00:00,3.0,208,-0.5,2021-01
2021-01-10 12:00:00,3.2,211,0.1,2021-01
2021-01-10 13:00:00,3.2,173,0.4,2021-01
2021-01-10 14:00:00,3.2,122,0.4,2021-01
2021-01-10 15:00:00,3.2,41,-0.1,2021-01
2021-01-10 16:00:00,3.1,1,-1.1,2021-01
2021-01-10 17:00:00,3.1,0,-1.8,2021-01
2021-01-10 18:00:00,3.1,0,-2.2,2021-01
2021-01-10 19:00:00,3.1,0,-2.6,2021-01
2021-01-10 20:00:00,3.1,0,-2.8,2021-01
2021-01-10 21:00:00,3.0,0,-3.0,2021-01
2021-01-10 22:00:00,3.0,0,-3.2,2021-01
2021-01-10 23:00:00,3.1,0,-3.3,2021-01
2021-01-11 00:00:00,3.1,0,-3.4,2021-01
2021-01-11 01:00:00,3.2,0,-3.5,2021-01
2021-01-11 02:00:00,3.2,0,-3.5,2021-01
2021-01-11 03:00:00,3.4,0,-3.6,2021-01
2021-01-11 04:00:00,3.5,0,-3.7,2021-01
2021-01-11 05:00:00,3.6,0,-3.8,2021-01
2021-01-11 06:00:00,3.7,0,-3.9,2021-01
2021-01-11 07:00:00,3.8,1,-3.9,2021-01
2021-01-11 08:00:00,3.9,33,-3.8,2021-01
2021-01-11 09:00:00,4.1,86,-3.0,2021-01
2021-01-11 10:00:00,4.3,137,-2.2,2021-01
2021-01-11 11:00:00,4.5,154,-1.5,2021-01
2021-01-11 12:00:00,4.7,159,-1.0,2021-01
2021-01-11 13:00:00,4.8,131,-0.7,2021-01
2021-01-11 14:00:00,4.8,83,-0.6,2021-01
2021-01-11 15:00:00,5.0,29,-0.7,2021-01
2021-01-11 16:00:00,5.0,1,-1.0,2021-01
2021-01-11 17:00:00,5.1,0,-1.1,2021-01
2021-01-11 18:00:00,5.3,0,-1.1,2021-01
2021-01-11 19:00:00,5.5,0,-1.0,2021-01
2021-01-11 20:00:00,5.6,0,-0.9,2021-01
2021-01-11 21:00:00,5.9,0,-0.9,2021-01
2021-01-11 22:00:00,6.0,0,-0.8,2021-01
2021-01-11 23:00:00,6.1,0,-0.7,2021-01
2021-01-12 00:00:00,6.3,0,-0.6,2021-01
2021-01-12 01:00:00,6.4,0,-0.4,2021-01
2021-01-12 02:00:00,6.4,0,-0.1,2021-01
2021-01-12 03:00:00,6.3,0,0.0,2021-01
2021-01-12 04:00:00,6.2,0,0.2,2021-01
2021-01-12 05:00:00,6.2,0,0.3,2021-01
2021-01-12 06:00:00,6.0,0,0.4,2021-01
2021-01-12 07:00:00,5.9,0,0.5,2021-01
2021-01-12 08:00:00,5.8,13,0.7,2021-01
2021-01-12 09:00:00,5.9,43,0.9,2021-01
2021-01-12 10:00:00,5.8,79,1.3,2021-01
2021-01-12 11:00:00,6.0,101,1.6,2021-01
2021-01-12 12:00:00,6.2,99,1.9,2021-01
2021-01-12 13:00:00,6.2,81,2.0,2021-01
2021-01-12 14:00:00,6.1,55,2.1,2021-01
2021-01-12 15:00:00,5.8,15,1.9,2021-01
2021-01-12 16:00:00,5.6,0,1.7,2021-01
2021-01-12 17:00:00,5.4,0,1.5,2021-01
2021-01-12 18:00:00,5.4,0,1.3,2021-01
2021-01-12 19:00:00,5.3,0,1.3,2021-01
2021-01-12 20:00:00,5.3,0,1.1,2021-01
2021-01-12 21:00:00,5.2,0,0.9,2021-01
2021-01-12 22:00:00,5.0,0,0.7,2021-01
2021-01-12 23:00:00,4.9,0,0.6,2021-01
2021-01-13 00:00:00,4.9,0,0.4,2021-01
2021-01-13 01:00:00,4.9,0,0.2,2021-01
2021-01-13 02:00:00,4.9,0,0.1,2021-01
2021-01-13 03:00:00,4.9,0,0.0,2021-01
2021-01-13 04:00:00,4.8,0,-0.1,2021-01
2021-01-13 05:00:00,5.0,0,-0.1,2021-01
2021-01-13 06:00:00,5.0,0,-0.1,2021-01
2021-01-13 07:00:00,5.1,1,0.0,2021-01
2021-01-13 08:00:00,5.3,29,0.1,2021-01
2021-01-13 09:00:00,5.6,84,0.5,2021-01
2021-01-13 10:00:00,5.9,126,1.0,2021-01
2021-01-13 11:00:00,6.4,126,1.5,2021-01
2021-01-13 12:00:00,6.8,113,1.8,2021-01
2021-01-13 13:00:00,7.1,109,2.0,2021-01
2021-01-13 14:00:00,7.1,71,1.9,2021-01
2021-01-13 15:00:00,7.0,21,1.7,2021-01
2021-01-13 16:00:00,6.9,1,1.4,2021-01
2021-01-13 17:00:00,6.7,0,1.1,2021-01
2021-01-13 18:00:00,6.6,0,1.0,2021-01
2021-01-13 19:00:00,6.6,0,1.0,2021-01
2021-01-13 20:00:00,6.5,0,0.9,2021-01
2021-01-13 21:00:00,6.5,0,0.9,2021-01
2021-01-13 22:00:00,6.5,0,0.9,2021-01
2021-01-13 23:00:00,6.6,0,0.9,2021-01
2021-01-14 00:00:00,6.7,0,0.8,2021-01
2021-01-14 01:00:00,6.6,0,0.7,2021-01
2021-01-14 02:00:00,6.5,0,0.5,2021-01
2021-01-14 03:00:00,6.2,0,0.4,2021-01
2021-01-14 04:00:00,5.9,0,0.2,2021-01
2021-01-14 05:00:00,5.5,0,0.0,2021-01
2021-01-14 06:00:00,5.0,0,-0.1,2021-01
2021-01-14 07:00:00,4.6,0,-0.2,2021-01
2021-01-14 08:00:00,4.2,16,-0.3,2021-01
2021-01-14 09:00:00,3.9,50,-0.2,2021-01
2021-01-14 10:00:00,3.7,80,0.0,2021-01
2021-01-14 11:00:00,3.7,94,0.1,2021-01
2021-01-14 12:00:00,3.6,103,0.3,2021-01
2021-01-14 13:00:00,3.4,79,0.3,2021-01
2021-01-14 14:00:00,3.2,48,0.3,2021-01
2021-01-14 15:00:00,3.0,16,0.1,2021-01
2021-01-14 16:00:00,2.8,1,-0.2,2021-01
2021-01-14 17:00:00,2.8,0,-0.4,2021-01
2021-01-14 18:00:00,2.9,0,-0.6,2021-01
2021-01-14 19:00:00,2.9,0,-0.7,2021-01
2021-01-14 20:00:00,2.8,0,-0.9,2021-01
2021-01-14 21:00:00,2.9,0,-1.0,2021-01
2021-01-14 22:00:00,3.0,0,-1.2,2021-01
2021-01-14 23:00:00,3.0,0,-1.4,2021-01
2021-01-15 00:00:00,3.1,0,-1.6,2021-01
2021-01-15 01:00:00,3.0,0,-1.9,2021-01
2021-01-15 02:00:00,3.0,0,-2.1,2021-01
2021-01-15 03:00:00,3.0,0,-2.3,2021-01
2021-01-15 04:00:00,3.0,0,-2.4,2021-01
2021-01-15 05:00:00,3.0,0,-2.5,2021-01
2021-01-15 06:00:00,3.1,0,-2.6,2021-01
2021-01-15 07:00:00,3.2,1,-2.7,2021-01
2021-01-15 08:00:00,3.2,28,-2.6,2021-01
2021-01-15 09:00:00,3.2,81,-2.3,2021-01
2021-01-15 10:00:00,3.3,138,-1.7,2021-01
2021-01-15 11:00:00,3.5,172,-1.3,2021-01
2021-01-15 12:00:00,3.6,166,-1.0,2021-01
2021-01-15 13:00:00,3.6,136,-0.9,2021-01
2021-01-15 14:00:00,3.6,87,-0.9,2021-01
2021-01-15 15:00:00,3.6,32,-1.2,2021-01
2021-01-15 16:00:00,3.4,1,-1.6,2021-01
2021-01-15 17:00:00,3.3,0,-1.9,2021-01
2021-01-15 18:00:00,3.2,0,-2.1,2021-01
2021-01-15 19:00:00,3.0,0,-2.3,2021-01
2021-01-15 20:00:00,2.9,0,-2.4,2021-01
2021-01-15 21:00:00,2.8,0,-2.5,2021-01
2021-01-15 22:00:00,2.8,0,-2.6,2021-01
2021-01-15 23:00:00,2.7,0,-2.7,2021-01
2021-01-16 00:00:00,2.7,0,-2.8,2021-01
2021-01-16 01:00:00,2.7,0,-2.9,2021-01
2021-01-16 02:00:00,2.8,0,-3.0,2021-01
2021-01-16 03:00:00,2.8,0,-3.1,2021-01
2021-01-16 04:00:00,2.8,0,-3.1,2021-01
2021-01-16 05:00:00,2.7,0,-3.2,2021-01
2021-01-16 06:00:00,2.7,0,-3.3,2021-01
2021-01-16 07:00:00,2.7,1,-3.4,2021-01
2021-01-16 08:00:00,2.7,24,-3.3,2021-01
2021-01-16 09:00:00,2.8,73,-3.0,2021-01
2021-01-16 10:00:00,3.0,128,-2.6,2021-01
2021-01-16 11:00:00,3.3,160,-2.2,2021-01
2021-01-16 12:00:00,3.5,160,-1.9,2021-01
2021-01-16 13:00:00,3.7,126,-1.8,2021-01
2021-01-16 14:00:00,3.6,81,-1.8,2021-01
2021-01-16 15:00:00,3.4,29,-2.0,2021-01
2021-01-16 16:00:00,3.2,1,-2.4,2021-01
2021-01-16 17:00:00,3.1,0,-2.7,2021-01
2021-01-16 18:00:00,3.1,0,-3.0,2021-01
2021-01-16 19:00:00,3.1,0,-3.1,2021-01
2021-01-16 20:00:00,3.0,0,-3.3,2021-01
2021-01-16 21:00:00,3.0,0,-3.4,2021-01
2021-01-16 22:00:00,2.9,0,-3.5,2021-01
2021-01-16 23:00:00,2.8,0,-3.6,2021-01
2021-01-17 00:00:00,2.7,0,-3.7,2021-01
2021-01-17 01:00:00,2.6,0,-3.7,2021-01
2021-01-17 02:00:00,2.5,0,-3.8,2021-01
2021-01-17 03:00:00,2.3,0,-3.8,2021-01
2021-01-17 04:00:00,2.2,0,-3.8,2021-01
2021-01-17 05:00:00,2.2,0,-3.8,2021-01
2021-01-17 06:00:00,2.2,0,-3.8,2021-01
2021-01-17 07:00:00,2.2,1,-3.8,2021-01
2021-01-17 08:00:00,2.2,30,-3.6,2021-01
2021-01-17 09:00:00,2.1,83,-3.0,2021-01
2021-01-17 10:00:00,2.2,129,-2.3,2021-01
2021-01-17 11:00:00,2.3,158,-1.7,2021-01
2021-01-17 12:00:00,2.4,150,-1.2,2021-01
2021-01-17 13:00:00,2.4,127,-1.0,2021-01
2021-01-17 14:00:00,2.4,82,-0.9,2021-01
2021-01-17 15:00:00,2.3,31,-1.1,2021-01
2021-01-17 16:00:00,2.2,1,-1.4,2021-01
2021-01-17 17:00:00,2.3,0,-1.6,2021-01
2021-01-17 18:00:00,2.4,0,-1.7,2021-01
2021-01-17 19:00:00,2.5,0,-1.7,2021-01
2021-01-17 20:00:00,2.6,0,-1.7,2021-01
2021-01-17 21:00:00,2.7,0,-1.6,2021-01
2021-01-17 22:00:00,2.8,0,-1.5,2021-01
2021-01-17 23:00:00,2.9,0,-1.4,2021-01
2021-01-18 00:00:00,3.1,0,-1.2,2021-01
2021-01-18 01:00:00,3.1,0,-1.1,2021-01
2021-01-18 02:00:00,3.2,0,-0.9,2021-01
2021-01-18 03:00:00,3.3,0,-0.7,2021-01
2021-01-18 04:00:00,3.4,0,-0.6,2021-01
2021-01-18 05:00:00,3.5,0,-0.5,2021-01
2021-01-18 06:00:00,3.6,0,-0.3,2021-01
2021-01-18 07:00:00,3.7,1,-0.1,2021-01
2021-01-18 08:00:00,3.8,21,0.1,2021-01
2021-01-18 09:00:00,3.9,53,0.5,2021-01
2021-01-18 10:00:00,4.2,93,1.0,2021-01
2021-01-18 11:00:00,4.4,103,1.4,2021-01
2021-01-18 12:00:00,4.7,99,1.8,2021-01
2021-01-18 13:00:00,4.8,84,2.0,2021-01
2021-01-18 14:00:00,4.9,53,2.1,2021-01
2021-01-18 15:00:00,4.9,20,2.1,2021-01
2021-01-18 16:00:00,4.9,1,1.9,2021-01
2021-01-18 17:00:00,4.9,0,1.8,2021-01
2021-01-18 18:00:00,5.0,0,1.8,2021-01
2021-01-18 19:00:00,5.1,0,1.8,2021-01
2021-01-18 20:00:00,5.2,0,1.7,2021-01
2021-01-18 21:00:00,5.1,0,1.7,2021-01
2021-01-18 22:00:00,5.1,0,1.7,2021-01
2021-01-18 23:00:00,5.2,0,1.7,2021-01
2021-01-19 00:00:00,5.1,0,1.6,2021-01
2021-01-19 01:00:00,5.1,0,1.5,2021-01
2021-01-19 02:00:00,5.0,0,1.3,2021-01
2021-01-19 03:00:00,5.1,0,1.2,2021-01
2021-01-19 04:00:00,5.1,0,1.1,2021-01
2021-01-19 05:00:00,5.2,0,1.0,2021-01
2021-01-19 06:00:00,5.3,0,0.9,2021-01
2021-01-19 07:00:00,5.5,1,0.8,2021-01
2021-01-19 08:00:00,5.7,30,0.9,2021-01
2021-01-19 09:00:00,5.9,76,1.2,2021-01
2021-01-19 10:00:00,6.2,109,1.5,2021-01
2021-01-19 11:00:00,6.3,108,1.8,2021-01
2021-01-19 12:00:00,6.4,99,2.0,2021-01
2021-01-19 13:00:00,6.3,78,2.2,2021-01
2021-01-19 14:00:00,6.3,46,2.5,2021-01
2021-01-19 15:00:00,6.1,17,2.8,2021-01
2021-01-19 16:00:00,6.0,1,3.0,2021-01
2021-01-19 17:00:00,5.8,0,3.2,2021-01
2021-01-19 18:00:00,5.7,0,3.3,2021-01
2021-01-19 19:00:00,5.6,0,3.5,2021-01
2021-01-19 20:00:00,5.5,0,3.5,2021-01
2021-01-19 21:00:00,5.5,0,3.5,2021-01
2021-01-19 22:00:00,5.5,0,3.4,2021-01
2021-01-19 23:00:00,5.5,0,3.3,2021-01
2021-01-20 00:00:00,5.5,0,3.2,2021-01
2021-01-20 01:00:00,5.6,0,3.0,2021-01
2021-01-20 02:00:00,5.5,0,2.8,2021-01
2021-01-20 03:00:00,5.5,0,2.7,2021-01
2021-01-20 04:00:00,5.5,0,2.6,2021-01
2021-01-20 05:00:00,5.4,0,2.6,2021-01
2021-01-20 06:00:00,5.4,0,2.6,2021-01
2021-01-20 07:00:00,5.3,2,2.7,2021-01
2021-01-20 08:00:00,5.3,39,3.0,2021-01
2021-01-20 09:00:00,5.4,100,3.7,2021-01
2021-01-20 10:00:00,5.5,147,4.6,2021-01
2021-01-20 11:00:00,5.6,173,5.5,2021-01
2021-01-20 12:00:00,5.7,183,6.2,2021-01
2021-01-20 13:00:00,5.6,165,6.8,2021-01
2021-01-20 14:00:00,5.4,111,6.9,2021-01
2021-01-20 15:00:00,5.1,44,6.6,2021-01
2021-01-20 16:00:00,4.9,3,5.9,2021-01
2021-01-20 17:00:00,4.8,0,5.4,2021-01
2021-01-20 18:00:00,4.9,0,5.3,2021-01
2021-01-20 19:00:00,5.0,0,5.2,2021-01
2021-01-20 20:00:00,5.1,0,5.0,2021-01
2021-01-20 21:00:00,5.1,0,4.9,2021-01
2021-01-20 22:00:00,5.1,0,4.9,2021-01
2021-01-20 23:00:00,5.2,0,4.9,2021-01
2021-01-21 00:00:00,5.3,0,4.9,2021-01
2021-01-21 01:00:00,5.6,0,5.1,2021-01
2021-01-21 02:00:00,5.8,0,5.2,2021-01
2021-01-21 03:00:00,6.0,0,5.5,2021-01
2021-01-21 04:00:00,6.4,0,5.8,2021-01
2021-01-21 05:00:00,6.8,0,6.0,2021-01
2021-01-21 06:00:00,7.2,0,6.2,2021-01
2021-01-21 07:00:00,7.4,2,6.1,2021-01
2021-01-21 08:00:00,7.3,34,6.2,2021-01
2021-01-21 09:00:00,7.2,109,6.5,2021-01
2021-01-21 10:00:00,7.4,166,7.0,2021-01
2021-01-21 11:00:00,7.3,190,7.5,2021-01
